IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.216.72,443,443,true,FRA,Europe,Frankfurt,253,4.84
34.118.11.228,443,443,true,FRA,Europe,Frankfurt,355,4.84
34.116.174.107,443,443,true,FRA,Europe,Frankfurt,330,4.84
34.89.158.25,443,443,true,FRA,Europe,Frankfurt,252,4.83
34.116.189.128,443,443,true,FRA,Europe,Frankfurt,327,4.81
34.116.166.235,443,443,true,FRA,Europe,Frankfurt,332,4.81
34.154.107.52,443,443,true,FRA,Europe,Frankfurt,268,4.81
34.118.100.60,443,443,true,FRA,Europe,Frankfurt,275,4.80
34.90.153.175,443,443,true,FRA,Europe,Frankfurt,193,4.80
34.91.115.14,443,443,true,FRA,Europe,Frankfurt,267,4.78
34.116.167.6,443,443,true,FRA,Europe,Frankfurt,322,4.78
34.118.44.227,443,443,true,FRA,Europe,Frankfurt,318,4.76
34.154.43.250,443,443,true,FRA,Europe,Frankfurt,261,4.76
34.65.235.106,443,443,true,FRA,Europe,Frankfurt,195,4.75
34.116.205.19,443,443,true,FRA,Europe,Frankfurt,321,4.70
34.118.112.88,443,443,true,FRA,Europe,Frankfurt,246,4.69
34.154.169.50,443,443,true,FRA,Europe,Frankfurt,255,4.68
34.89.241.45,443,443,true,FRA,Europe,Frankfurt,265,4.67
34.116.218.201,443,443,true,FRA,Europe,Frankfurt,354,4.66
34.91.246.61,443,443,true,FRA,Europe,Frankfurt,269,4.66
34.107.71.121,443,443,true,FRA,Europe,Frankfurt,295,4.64
34.107.71.121,443,443,true,FRA,Europe,Frankfurt,263,4.61
34.107.103.137,443,443,true,FRA,Europe,Frankfurt,258,4.60
34.159.238.41,443,443,true,FRA,Europe,Frankfurt,307,4.59
34.116.252.146,443,443,true,FRA,Europe,Frankfurt,341,4.58
34.116.182.250,443,443,true,FRA,Europe,Frankfurt,342,4.56
34.116.219.165,443,443,true,FRA,Europe,Frankfurt,268,4.54
34.118.4.22,443,443,true,FRA,Europe,Frankfurt,310,4.54
34.116.222.145,443,443,true,FRA,Europe,Frankfurt,323,4.54
34.65.110.208,443,443,true,FRA,Europe,Frankfurt,256,4.54
34.116.143.235,443,443,true,FRA,Europe,Frankfurt,369,4.53
34.116.249.207,443,443,true,FRA,Europe,Frankfurt,348,4.53
34.118.114.204,443,443,true,FRA,Europe,Frankfurt,295,4.53
34.116.205.19,443,443,true,FRA,Europe,Frankfurt,272,4.52
34.32.202.12,443,443,true,FRA,Europe,Frankfurt,276,4.52
34.118.46.218,443,443,true,FRA,Europe,Frankfurt,284,4.50
34.65.221.128,443,443,true,FRA,Europe,Frankfurt,262,4.50
34.90.250.142,443,443,true,FRA,Europe,Frankfurt,284,4.48
34.91.72.112,443,443,true,FRA,Europe,Frankfurt,313,4.47
34.65.202.116,443,443,true,FRA,Europe,Frankfurt,252,4.45
34.116.139.71,443,443,true,FRA,Europe,Frankfurt,368,4.45
34.116.206.219,443,443,true,FRA,Europe,Frankfurt,271,4.41
34.32.164.197,443,443,true,FRA,Europe,Frankfurt,268,4.39
34.141.54.241,443,443,true,FRA,Europe,Frankfurt,252,4.38
34.107.1.24,443,443,true,FRA,Europe,Frankfurt,307,4.37
34.91.72.112,443,443,true,FRA,Europe,Frankfurt,258,4.27
34.90.153.175,443,443,true,FRA,Europe,Frankfurt,258,4.23
34.118.109.211,443,443,true,FRA,Europe,Frankfurt,271,4.19
34.118.65.121,443,443,true,FRA,Europe,Frankfurt,355,4.19
34.118.110.180,443,443,true,FRA,Europe,Frankfurt,325,4.18
34.116.174.107,443,443,true,FRA,Europe,Frankfurt,274,4.15
34.116.147.141,443,443,true,FRA,Europe,Frankfurt,274,4.14
34.116.189.111,443,443,true,FRA,Europe,Frankfurt,328,4.08
34.118.46.250,443,443,true,FRA,Europe,Frankfurt,322,4.07
34.116.239.30,443,443,true,FRA,Europe,Frankfurt,284,4.05
34.116.218.79,443,443,true,FRA,Europe,Frankfurt,349,4.01
34.116.248.223,443,443,true,FRA,Europe,Frankfurt,260,3.98
34.116.248.223,443,443,true,FRA,Europe,Frankfurt,287,3.93
34.154.141.194,443,443,true,FRA,Europe,Frankfurt,275,3.93
34.118.18.2,443,443,true,FRA,Europe,Frankfurt,254,3.91
34.116.246.225,443,443,true,FRA,Europe,Frankfurt,281,3.87
34.118.6.166,443,443,true,FRA,Europe,Frankfurt,311,3.85
34.91.242.202,443,443,true,FRA,Europe,Frankfurt,287,3.79
35.234.109.216,443,443,true,FRA,Europe,Frankfurt,262,3.77
34.116.233.114,443,443,true,FRA,Europe,Frankfurt,346,3.68
34.105.189.25,443,443,true,LHR,Europe,London,201,3.66
34.105.233.161,443,443,true,LHR,Europe,London,201,3.65
34.118.92.185,443,443,true,FRA,Europe,Frankfurt,361,3.64
34.89.220.83,443,443,true,FRA,Europe,Frankfurt,315,3.63
34.105.189.25,443,443,true,LHR,Europe,London,205,3.62
34.118.8.36,443,443,true,FRA,Europe,Frankfurt,330,3.53
34.118.65.97,443,443,true,FRA,Europe,Frankfurt,328,3.50
34.159.102.64,443,443,true,FRA,Europe,Frankfurt,277,3.50
34.118.123.180,443,443,true,FRA,Europe,Frankfurt,241,3.45
34.154.81.193,443,443,true,FRA,Europe,Frankfurt,310,3.44
34.118.96.176,443,443,true,FRA,Europe,Frankfurt,350,3.43
34.116.223.71,443,443,true,FRA,Europe,Frankfurt,346,3.39
34.118.87.30,443,443,true,FRA,Europe,Frankfurt,348,3.37
34.118.68.230,443,443,true,FRA,Europe,Frankfurt,301,3.36
34.118.31.189,443,443,true,FRA,Europe,Frankfurt,315,3.33
34.118.77.221,443,443,true,FRA,Europe,Frankfurt,304,3.29
34.118.89.3,443,443,true,FRA,Europe,Frankfurt,334,3.25
34.118.91.186,443,443,true,FRA,Europe,Frankfurt,274,3.24
34.118.104.130,443,443,true,FRA,Europe,Frankfurt,314,3.20
34.116.156.226,443,443,true,FRA,Europe,Frankfurt,328,3.18
34.118.98.140,443,443,true,FRA,Europe,Frankfurt,308,3.17
34.118.115.199,443,443,true,FRA,Europe,Frankfurt,368,3.17
34.116.255.149,443,443,true,FRA,Europe,Frankfurt,344,3.15
34.118.114.204,443,443,true,FRA,Europe,Frankfurt,346,3.12
34.118.30.13,443,443,true,FRA,Europe,Frankfurt,325,3.10
34.89.220.83,443,443,true,FRA,Europe,Frankfurt,285,3.10
34.118.57.241,443,443,true,FRA,Europe,Frankfurt,309,3.03
34.107.80.187,443,443,true,FRA,Europe,Frankfurt,208,3.03
34.118.51.76,443,443,true,FRA,Europe,Frankfurt,321,3.02
34.118.20.193,443,443,true,FRA,Europe,Frankfurt,210,3.01
35.204.126.114,443,443,true,FRA,Europe,Frankfurt,207,3.00
34.116.205.246,443,443,true,FRA,Europe,Frankfurt,345,3.00
34.116.219.165,443,443,true,FRA,Europe,Frankfurt,259,2.96
34.116.190.191,443,443,true,FRA,Europe,Frankfurt,266,2.94
34.116.147.141,443,443,true,FRA,Europe,Frankfurt,334,2.87
34.34.104.113,443,443,true,FRA,Europe,Frankfurt,297,2.83
34.91.242.202,443,443,true,FRA,Europe,Frankfurt,282,2.77
34.32.249.5,443,443,true,FRA,Europe,Frankfurt,300,2.77
34.118.69.196,443,443,true,FRA,Europe,Frankfurt,345,2.76
34.116.191.111,443,443,true,FRA,Europe,Frankfurt,383,2.75
34.116.229.160,443,443,true,FRA,Europe,Frankfurt,206,2.70
34.116.133.0,443,443,true,FRA,Europe,Frankfurt,346,2.69
34.118.18.2,443,443,true,FRA,Europe,Frankfurt,316,2.68
34.116.239.211,443,443,true,FRA,Europe,Frankfurt,259,2.66
34.116.229.160,443,443,true,FRA,Europe,Frankfurt,338,2.64
34.116.161.91,443,443,true,FRA,Europe,Frankfurt,268,2.64
34.116.141.181,443,443,true,FRA,Europe,Frankfurt,240,2.63
34.116.157.41,443,443,true,FRA,Europe,Frankfurt,268,2.62
34.116.132.131,443,443,true,FRA,Europe,Frankfurt,240,2.61
34.116.252.146,443,443,true,FRA,Europe,Frankfurt,203,2.61
34.116.189.128,443,443,true,FRA,Europe,Frankfurt,267,2.59
34.116.161.110,443,443,true,FRA,Europe,Frankfurt,271,2.58
34.118.23.155,443,443,true,FRA,Europe,Frankfurt,269,2.55
34.118.65.64,443,443,true,FRA,Europe,Frankfurt,274,2.53
34.118.67.148,443,443,true,FRA,Europe,Frankfurt,269,2.52
34.118.98.140,443,443,true,FRA,Europe,Frankfurt,284,2.50
34.116.221.87,443,443,true,FRA,Europe,Frankfurt,277,2.48
34.118.87.30,443,443,true,FRA,Europe,Frankfurt,285,2.44
34.116.189.118,443,443,true,FRA,Europe,Frankfurt,267,2.43
34.118.115.199,443,443,true,FRA,Europe,Frankfurt,275,2.41
34.118.1.64,443,443,true,FRA,Europe,Frankfurt,339,2.38
34.116.221.87,443,443,true,FRA,Europe,Frankfurt,250,2.37
34.116.253.136,443,443,true,FRA,Europe,Frankfurt,224,2.36
34.116.182.250,443,443,true,FRA,Europe,Frankfurt,277,2.34
34.116.233.124,443,443,true,FRA,Europe,Frankfurt,272,2.32
34.118.46.250,443,443,true,FRA,Europe,Frankfurt,275,2.31
34.118.89.3,443,443,true,FRA,Europe,Frankfurt,205,2.19
34.116.239.211,443,443,true,FRA,Europe,Frankfurt,289,2.18
34.116.177.76,443,443,true,FRA,Europe,Frankfurt,270,2.18
34.116.181.8,443,443,true,FRA,Europe,Frankfurt,276,2.15
34.118.65.155,443,443,true,FRA,Europe,Frankfurt,288,2.11
34.118.123.180,443,443,true,FRA,Europe,Frankfurt,274,2.10
34.116.222.145,443,443,true,FRA,Europe,Frankfurt,202,2.07
34.116.191.111,443,443,true,FRA,Europe,Frankfurt,270,2.04
34.141.45.127,443,443,true,FRA,Europe,Frankfurt,295,2.04
34.159.230.29,443,443,true,FRA,Europe,Frankfurt,386,2.03
34.116.228.159,443,443,true,FRA,Europe,Frankfurt,270,2.03
34.118.11.228,443,443,true,FRA,Europe,Frankfurt,214,2.00
34.118.91.9,443,443,true,FRA,Europe,Frankfurt,206,2.00
34.116.193.101,443,443,true,FRA,Europe,Frankfurt,204,2.00
34.118.68.230,443,443,true,FRA,Europe,Frankfurt,277,1.99
34.90.250.142,443,443,true,FRA,Europe,Frankfurt,283,1.97
34.116.196.194,443,443,true,FRA,Europe,Frankfurt,271,1.94
35.246.235.217,443,443,true,FRA,Europe,Frankfurt,269,1.90
34.91.24.70,443,443,true,FRA,Europe,Frankfurt,304,1.89
34.116.217.39,443,443,true,FRA,Europe,Frankfurt,272,1.87
34.116.137.137,443,443,true,FRA,Europe,Frankfurt,273,1.87
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,269,1.86
34.118.112.88,443,443,true,FRA,Europe,Frankfurt,282,1.85
34.118.25.79,443,443,true,FRA,Europe,Frankfurt,276,1.82
34.107.100.91,443,443,true,AMS,Europe,Amsterdam,358,1.79
34.116.223.71,443,443,true,FRA,Europe,Frankfurt,296,1.76
34.154.12.16,443,443,true,FRA,Europe,Frankfurt,262,1.76
34.118.77.221,443,443,true,FRA,Europe,Frankfurt,270,1.76
34.118.65.97,443,443,true,FRA,Europe,Frankfurt,222,1.76
34.118.65.121,443,443,true,FRA,Europe,Frankfurt,281,1.75
34.116.159.225,443,443,true,FRA,Europe,Frankfurt,281,1.71
34.116.166.235,443,443,true,FRA,Europe,Frankfurt,273,1.69
34.118.31.189,443,443,true,FRA,Europe,Frankfurt,275,1.68
34.116.135.209,443,443,true,FRA,Europe,Frankfurt,284,1.68
34.116.133.0,443,443,true,FRA,Europe,Frankfurt,275,1.67
34.118.51.76,443,443,true,FRA,Europe,Frankfurt,277,1.67
34.118.110.34,443,443,true,FRA,Europe,Frankfurt,341,1.64
34.118.110.180,443,443,true,FRA,Europe,Frankfurt,273,1.60
34.116.137.135,443,443,true,FRA,Europe,Frankfurt,204,1.59
34.118.64.86,443,443,true,FRA,Europe,Frankfurt,323,1.56
34.116.209.116,443,443,true,FRA,Europe,Frankfurt,276,1.56
34.154.96.86,443,443,true,FRA,Europe,Frankfurt,267,1.48
34.118.61.152,443,443,true,FRA,Europe,Frankfurt,251,1.47
34.116.255.149,443,443,true,FRA,Europe,Frankfurt,266,1.43
34.116.156.226,443,443,true,FRA,Europe,Frankfurt,265,1.36
34.118.5.47,443,443,true,FRA,Europe,Frankfurt,273,1.27
34.116.167.6,443,443,true,FRA,Europe,Frankfurt,206,1.25
34.116.233.114,443,443,true,FRA,Europe,Frankfurt,288,1.22
34.159.63.136,443,443,true,FRA,Europe,Frankfurt,251,1.03
34.118.57.241,443,443,true,FRA,Europe,Frankfurt,289,1.02
34.89.238.170,443,443,true,FRA,Europe,Frankfurt,300,0.93
34.32.172.190,443,443,true,FRA,Europe,Frankfurt,295,0.91
34.118.20.136,443,443,true,FRA,Europe,Frankfurt,299,0.83
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,82,0.83
34.118.25.140,443,443,true,FRA,Europe,Frankfurt,407,0.81
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,106,0.81
34.116.218.79,443,443,true,FRA,Europe,Frankfurt,271,0.76
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,109,0.76
34.118.8.36,443,443,true,FRA,Europe,Frankfurt,266,0.75
34.118.80.138,443,443,true,FRA,Europe,Frankfurt,202,0.74
34.116.132.131,443,443,true,FRA,Europe,Frankfurt,283,0.69
34.116.128.251,443,443,true,FRA,Europe,Frankfurt,202,0.69
34.118.87.123,443,443,true,FRA,Europe,Frankfurt,333,0.68
34.116.235.43,443,443,true,FRA,Europe,Frankfurt,201,0.67
34.116.175.12,443,443,true,FRA,Europe,Frankfurt,241,0.66
34.118.44.227,443,443,true,FRA,Europe,Frankfurt,226,0.63
34.32.230.208,443,443,true,FRA,Europe,Frankfurt,315,0.62
34.116.190.191,443,443,true,FRA,Europe,Frankfurt,376,0.61
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,90,0.61
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,186,0.61
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,111,0.60
34.118.69.196,443,443,true,FRA,Europe,Frankfurt,338,0.51
34.118.9.165,443,443,true,FRA,Europe,Frankfurt,362,0.44
34.118.65.64,443,443,true,FRA,Europe,Frankfurt,312,0.43
34.145.184.167,443,443,true,IAD,North America,Ashburn,236,0.40
34.116.141.181,443,443,true,FRA,Europe,Frankfurt,268,0.39
34.86.193.161,443,443,true,IAD,North America,Ashburn,314,0.39
34.48.111.143,443,443,true,IAD,North America,Ashburn,261,0.39
34.116.137.137,443,443,true,FRA,Europe,Frankfurt,418,0.36
34.86.193.161,443,443,true,IAD,North America,Ashburn,280,0.36
34.86.193.161,443,443,true,IAD,North America,Ashburn,271,0.36
34.145.184.167,443,443,true,IAD,North America,Ashburn,276,0.36
34.118.46.218,443,443,true,FRA,Europe,Frankfurt,204,0.36
34.118.124.84,443,443,true,FRA,Europe,Frankfurt,208,0.34
35.246.135.197,443,443,true,FRA,Europe,Frankfurt,283,0.33
34.147.91.171,443,443,true,FRA,Europe,Frankfurt,338,0.24
34.65.78.31,443,443,true,FRA,Europe,Frankfurt,290,0.23
34.118.1.64,443,443,true,AMS,Europe,Amsterdam,300,0.19
35.204.67.16,443,443,true,FRA,Europe,Frankfurt,200,0.18
35.204.57.114,443,443,true,FRA,Europe,Frankfurt,201,0.09
34.118.92.185,443,443,true,FRA,Europe,Frankfurt,305,0.04
34.49.199.30,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,2,0.00
35.244.203.169,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
34.36.183.121,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,73,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,75,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,85,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,155,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,155,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,157,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,157,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,157,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,158,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,160,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,168,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,187,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,196,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,197,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,198,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,198,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,200,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,200,0.00
34.175.143.15,2087,80,false,MAD,Europe,Madrid,200,0.00
34.175.168.99,2096,80,false,MAD,Europe,Madrid,201,0.00
34.175.244.157,2095,80,false,MAD,Europe,Madrid,201,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,201,0.00
34.175.234.32,2082,80,false,MAD,Europe,Madrid,201,0.00
34.175.143.15,2052,80,false,MAD,Europe,Madrid,201,0.00
34.175.244.157,2087,80,false,MAD,Europe,Madrid,201,0.00
34.175.234.32,2086,80,false,MAD,Europe,Madrid,202,0.00
34.175.133.251,2052,80,false,MAD,Europe,Madrid,202,0.00
34.175.99.73,2082,80,false,MAD,Europe,Madrid,202,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,202,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,202,0.00
34.175.95.58,2052,80,false,MAD,Europe,Madrid,202,0.00
34.175.168.99,2053,80,false,MAD,Europe,Madrid,202,0.00
34.175.7.231,2086,80,false,MAD,Europe,Madrid,202,0.00
34.175.168.99,2052,80,false,MAD,Europe,Madrid,202,0.00
34.175.244.157,2082,80,false,MAD,Europe,Madrid,202,0.00
34.175.143.15,2082,80,false,MAD,Europe,Madrid,202,0.00
34.175.168.99,2083,80,false,MAD,Europe,Madrid,202,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,202,0.00
34.175.244.157,2053,80,false,MAD,Europe,Madrid,203,0.00
34.175.244.157,2086,80,false,MAD,Europe,Madrid,203,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,203,0.00
34.175.143.15,2096,80,false,MAD,Europe,Madrid,203,0.00
34.175.168.99,2087,80,false,MAD,Europe,Madrid,203,0.00
34.175.234.32,2052,80,false,MAD,Europe,Madrid,203,0.00
34.175.7.231,2082,80,false,MAD,Europe,Madrid,203,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,203,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,203,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,203,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,204,0.00
34.175.234.32,2095,80,false,MAD,Europe,Madrid,204,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,204,0.00
34.175.234.32,2087,80,false,MAD,Europe,Madrid,204,0.00
34.175.244.157,2083,80,false,MAD,Europe,Madrid,204,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,204,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,204,0.00
34.175.95.58,2087,80,false,MAD,Europe,Madrid,205,0.00
34.175.161.245,2052,80,false,MAD,Europe,Madrid,205,0.00
35.188.87.85,80,8080,false,ORD,North America,Chicago,205,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,205,0.00
34.175.161.245,2053,80,false,MAD,Europe,Madrid,206,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,207,0.00
34.175.133.251,2083,80,false,MAD,Europe,Madrid,208,0.00
34.66.223.220,80,80,false,ORD,North America,Chicago,208,0.00
34.41.132.8,80,80,false,ORD,North America,Chicago,208,0.00
34.135.226.181,80,80,false,ORD,North America,Chicago,208,0.00
34.175.168.99,2095,80,false,MAD,Europe,Madrid,208,0.00
35.225.207.21,80,80,false,ORD,North America,Chicago,208,0.00
34.175.7.231,2096,80,false,MAD,Europe,Madrid,208,0.00
34.42.28.247,8080,80,false,ORD,North America,Chicago,208,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,208,0.00
34.175.161.245,2086,80,false,MAD,Europe,Madrid,209,0.00
34.175.234.32,2053,80,false,MAD,Europe,Madrid,209,0.00
34.175.168.99,2086,80,false,MAD,Europe,Madrid,209,0.00
